11	8	3	3	3	2	2	10	6	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	10	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	14	2	3	2	2	2	2	2	2	2	2	2	2	3	2	12	2	13	2	
11	8	3	3	3	2	2	10	6	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	10	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	14	2	3	2	2	2	2	2	2	2	2	2	2	3	2	12	2	13	2	
11	8	3	3	3	2	2	10	6	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	10	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	14	2	3	2	2	2	2	2	2	2	2	2	2	3	2	12	2	13	2	
11	8	3	3	3	2	2	10	6	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	10	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	14	2	3	2	2	2	2	2	2	2	2	2	2	3	2	12	2	13	2	
11	8	3	3	3	2	2	10	6	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	10	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	14	2	3	2	2	2	2	2	2	2	2	2	2	3	2	12	2	13	2	
11	8	3	3	3	2	2	10	6	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	10	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	14	2	3	2	2	2	2	2	2	2	2	2	2	3	2	12	2	13	2	
11	8	3	3	3	2	2	10	6	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	10	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	14	2	3	2	2	2	2	2	2	2	2	2	2	3	2	12	2	13	2	
11	8	3	3	3	2	2	10	6	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	10	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	14	2	3	2	2	2	2	2	2	2	2	2	2	3	2	12	2	13	2	
11	8	3	3	3	2	2	10	6	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	10	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	14	2	3	2	2	2	2	2	2	2	2	2	2	3	2	12	2	13	2	
11	8	3	3	3	2	2	10	6	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	10	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	14	2	3	2	2	2	2	2	2	2	2	2	2	3	2	12	2	13	2	
11	8	3	3	3	2	2	10	6	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	10	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	14	2	3	2	2	2	2	2	2	2	2	2	2	3	2	12	2	13	2	
